Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T020_009,SE_T025_001,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T025_009,SE_T025_010,SE_T025_011,SE_T025_012,SE_T025_013,SE_T025_014,SE_T025_015,SE_T025_016,SE_T025_017,SE_T025_018,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T073_001,SE_T073_002,SE_T073_003,SE_T093_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T185_001,SE_T185_002,SE_T185_003,SE_T185_004,SE_T185_005
"Census Tract 623","Census Tract 623, Pierce County, Washington","53053062300","140","00","91","53","053","20",,"062300",4652,4652,4916.299,0.94624029146081,0.9462403,0.9462403,0,4652,2340,2312,4652,395,441,429,221,479,727,714,564,289,211,149,33,4652,2442,618,153,440,74,608,317,1476,1073,713,360,99,261,403,209,194,4652,4635,4123,1093,778,1605,162,105,43,188,149,512,304,88,120,17,0,17,3310,2149,26,2123,1923,200,1161,2123,1923,200,36830,1580,1476,1034,442,4627,860,1349,2209,2418
"Census Tract 624","Census Tract 624, Pierce County, Washington","53053062400","140","00","91","53","053","20",,"062400",5445,5445,6204.851,0.877539200953827,0.8775392,0.8775392,0,5445,2746,2699,5445,413,396,438,251,468,816,990,703,374,286,232,78,5445,4100,460,94,229,60,163,339,2084,1328,947,381,132,249,756,366,390,5445,5445,4490,1347,998,1554,153,45,42,75,276,955,583,155,217,0,0,0,4160,2781,36,2745,2543,202,1379,2745,2543,202,39614,2184,2084,1514,570,5437,606,907,1513,3924
"Census Tract 625","Census Tract 625, Pierce County, Washington","53053062500","140","00","91","53","053","20",,"062500",7578,7578,6833.004,1.10902907658259,1.109029,1.109029,0,7578,3768,3810,7578,580,682,627,376,666,1192,1304,972,537,341,226,75,7578,5254,769,129,446,113,285,582,2750,1812,1219,593,173,420,938,493,445,7578,7547,6330,1825,1267,2531,207,82,56,160,202,1217,726,201,290,31,0,31,5561,3713,18,3695,3375,320,1848,3695,3375,320,37385,2911,2750,1845,905,7516,1043,1726,2769,4747
"Census Tract 626","Census Tract 626, Pierce County, Washington","53053062600","140","00","91","53","053","20",,"062600",2596,2596,969.3122,2.67818769816694,2.680625,2.678188,0.002437849,2596,1347,1249,2596,208,213,207,97,265,411,422,342,183,131,102,15,2596,1709,281,63,170,48,82,243,1020,578,328,250,58,192,442,253,189,2478,2428,1813,504,351,724,54,16,30,68,66,615,374,100,141,50,50,0,1880,1088,20,1068,973,95,792,1068,973,95,28897,1115,1020,390,630,2416,463,668,1131,1285
"Census Tract 628.01","Census Tract 628.01, Pierce County, Washington","53053062801","140","00","91","53","053","20",,"062801",6158,6158,4212.999,1.46166661776039,1.464797,1.461667,0.00313013,6158,2899,3259,6158,664,533,381,254,986,1238,842,524,273,161,176,126,6158,3483,1392,105,421,63,166,528,2623,1490,728,762,132,630,1133,624,509,6158,6025,4620,1486,667,1974,96,44,41,70,242,1405,881,259,265,133,133,0,4416,3042,101,2941,2711,230,1374,2941,2711,230,28226,2825,2623,427,2196,6010,1603,1332,2935,3075
"Census Tract 628.02","Census Tract 628.02, Pierce County, Washington","53053062802","140","00","91","53","053","20",,"062802",3718,3718,3185.827,1.16704401719236,1.167044,1.167044,0,3718,1869,1849,3718,310,331,327,154,337,576,614,460,294,198,90,27,3718,2324,572,52,317,54,94,305,1348,953,637,316,80,236,395,206,189,3718,3707,3207,961,740,1269,74,0,26,56,81,500,293,92,115,11,0,11,2751,1930,66,1864,1685,179,821,1864,1685,179,41133,1421,1348,914,434,3707,408,515,923,2784
"Census Tract 629","Census Tract 629, Pierce County, Washington","53053062900","140","00","91","53","053","20",,"062900",6685,6685,5865.049,1.13980296433806,1.139803,1.139803,0,6685,3286,3399,6685,553,542,520,260,742,1103,1038,788,428,303,304,104,6685,4449,831,139,332,100,357,477,2598,1608,980,628,168,460,990,484,506,6685,6596,5290,1595,955,1926,207,105,61,138,303,1306,769,230,307,89,65,24,4982,3050,50,3000,2745,255,1932,3000,2745,255,32456,2789,2598,1244,1354,6563,1143,1492,2635,3928
"Census Tract 630","Census Tract 630, Pierce County, Washington","53053063000","140","00","91","53","053","20",,"063000",2938,2938,3548.17,0.82803240787216,0.8280324,0.8280324,0,2938,1418,1520,2938,248,257,210,101,297,505,484,330,189,174,118,25,2938,2051,317,41,154,29,113,233,1141,752,477,275,60,215,389,203,186,3056,3056,2578,837,514,930,62,34,37,69,95,478,246,97,135,0,0,0,2279,1502,19,1483,1384,99,777,1483,1384,99,35703,1204,1141,666,475,3048,376,822,1198,1850
"Census Tract 631","Census Tract 631, Pierce County, Washington","53053063100","140","00","91","53","053","20",,"063100",4196,4196,4642.987,0.903728511483451,0.9448434,0.9037285,0.04111486,4196,2020,2176,4196,247,309,326,159,303,596,683,546,325,312,287,103,4196,3080,372,75,321,41,84,223,1536,1079,796,283,81,202,457,201,256,4196,4067,3515,1096,790,1159,109,29,38,60,234,552,364,90,98,129,0,129,3295,2186,4,2182,1917,265,1109,2182,1917,265,42661,1600,1536,1221,315,4184,565,727,1292,2892
"Census Tract 632","Census Tract 632, Pierce County, Washington","53053063200","140","00","91","53","053","20",,"063200",4796,4796,5243.446,0.914665627794415,0.9146656,0.9146656,0,4796,2358,2438,4796,322,374,364,222,375,682,840,588,391,302,255,81,4796,3452,395,101,340,31,123,354,1825,1220,884,336,112,224,605,285,320,4796,4742,4019,1243,889,1450,100,23,70,62,182,723,476,103,144,54,15,39,3656,2351,17,2334,2182,152,1305,2334,2182,152,37747,1902,1825,1381,444,4761,639,846,1485,3276
"Census Tract 633","Census Tract 633, Pierce County, Washington","53053063300","140","00","91","53","053","20",,"063300",6716,6716,5257.637,1.2773800496373,1.27738,1.27738,0,6716,3267,3449,6716,507,630,619,375,569,974,970,786,509,344,266,167,6716,3107,1304,150,860,111,607,577,2028,1576,1048,528,138,390,452,223,229,6716,6447,5854,1581,1076,2351,148,64,72,288,274,593,346,103,144,269,129,140,4881,3086,28,3058,2575,483,1795,3058,2575,483,41287,2141,2028,1479,549,6545,1342,1599,2941,3604
"Census Tract 634","Census Tract 634, Pierce County, Washington","53053063400","140","00","91","53","053","20",,"063400",6939,6939,4651.612,1.49174088837477,1.491741,1.491741,0,6939,3395,3544,6939,503,582,562,313,544,994,1099,916,563,451,315,97,6939,4604,589,157,705,99,257,528,2610,1734,1216,518,158,360,876,390,486,6939,6869,5737,1727,1252,2198,49,97,47,99,268,1132,717,171,244,70,70,0,5104,3229,31,3198,2924,274,1875,3198,2924,274,40369,2698,2610,1650,960,6808,1067,1015,2082,4726
"Census Tract 635.01","Census Tract 635.01, Pierce County, Washington","53053063501","140","00","91","53","053","20",,"063501",4231,4231,5618.44,0.753055998715052,0.7557564,0.753056,0.002700399,4231,2077,2154,4231,300,312,350,206,428,525,682,562,344,334,157,31,4231,2234,664,41,712,102,133,345,1565,1083,750,333,90,243,482,231,251,4231,4231,3647,1095,806,1336,54,28,23,95,210,584,387,89,108,0,0,0,3161,2023,33,1990,1785,205,1138,1990,1785,205,34747,1626,1565,960,605,4197,747,824,1571,2626
"Census Tract 635.02","Census Tract 635.02, Pierce County, Washington","53053063502","140","00","91","53","053","20",,"063502",4386,4386,5890.555,0.744581828178355,0.7482591,0.7445818,0.003677237,4386,2130,2256,4386,340,364,379,254,460,622,733,605,307,194,105,23,4386,1987,781,47,972,91,122,386,1441,1109,785,324,82,242,332,175,157,4386,4386,3931,1111,733,1442,157,57,40,150,241,455,245,92,118,0,0,0,3194,2227,51,2176,1985,191,967,2176,1985,191,44896,1528,1441,967,474,4362,493,858,1351,3011
"Census Tract 701","Census Tract 701, Pierce County, Washington","53053070100","140","00","91","53","053","20",,"070100",2477,2477,3.363227,736.495100363399,737.7378,736.4951,1.242711,2477,1323,1154,2477,122,195,221,129,164,259,511,411,211,124,100,30,2477,2319,7,48,8,4,19,72,825,594,489,105,39,66,231,156,75,2477,2306,2041,620,560,787,0,7,5,30,32,265,169,40,56,171,171,0,1891,1286,6,1280,1245,35,605,1280,1245,35,54726,1018,825,682,143,2298,141,222,363,1935
"Census Tract 702.03","Census Tract 702.03, Pierce County, Washington","53053070203","140","00","91","53","053","20",,"070203",3909,3909,280.4832,13.9366607103971,13.95255,13.93666,0.01589042,3909,1966,1943,3909,316,368,392,205,216,592,853,487,256,164,51,9,3909,3657,22,46,29,4,39,112,1322,1065,887,178,73,105,257,161,96,3909,3909,3573,1067,837,1393,21,41,18,118,78,336,176,74,86,0,0,0,2741,2025,0,2025,1845,180,716,2025,1845,180,53429,1361,1322,1172,150,3894,126,429,555,3339
"Census Tract 702.04","Census Tract 702.04, Pierce County, Washington","53053070204","140","00","91","53","053","20",,"070204",3607,3607,1795.239,2.00920351754525,2.009203,2.009203,0,3607,1829,1778,3607,241,297,348,189,265,503,707,490,257,156,132,22,3607,3383,9,40,29,25,24,97,1283,959,728,231,88,143,324,185,139,3607,3607,3228,990,783,1107,56,40,26,96,130,379,225,68,86,0,0,0,2674,1803,6,1797,1723,74,871,1797,1723,74,46067,1336,1283,1127,156,3600,237,541,778,2822
"Census Tract 702.05","Census Tract 702.05, Pierce County, Washington","53053070205","140","00","91","53","053","20",,"070205",3527,3527,475.3579,7.41967298690187,7.419673,7.419673,0,3527,1760,1767,3527,290,315,322,167,255,550,711,450,256,121,67,23,3527,3281,8,66,26,4,30,112,1185,963,812,151,65,86,222,132,90,3527,3527,3222,937,787,1249,57,18,6,49,119,305,173,65,67,0,0,0,2535,1755,0,1755,1591,164,780,1755,1591,164,56391,1230,1185,1025,160,3496,231,481,712,2784
"Census Tract 702.06","Census Tract 702.06, Pierce County, Washington","53053070206","140","00","91","53","053","20",,"070206",3880,3880,252.56,15.3626843058732,15.36268,15.36268,0,3880,2006,1874,3880,350,344,336,202,259,525,767,563,277,144,89,24,3880,3747,15,36,17,0,16,49,1323,1032,876,156,63,93,291,183,108,3880,3874,3498,1048,904,1359,55,23,11,36,62,376,214,75,87,6,0,6,2783,1930,7,1923,1790,133,853,1923,1790,133,52723,1409,1323,1165,158,3863,266,468,734,3129
"Census Tract 702.07","Census Tract 702.07, Pierce County, Washington","53053070207","140","00","91","53","053","20",,"070207",4686,4686,369.6879,12.6755567979466,12.76051,12.67556,0.08495484,4686,2368,2318,4686,305,315,412,218,352,630,894,734,417,235,132,42,4686,4407,27,52,34,7,23,136,1574,1138,882,256,71,185,436,245,191,4686,4239,3587,1096,842,1307,98,28,26,85,105,652,328,153,171,447,15,432,3630,2661,0,2661,2484,177,969,2661,2484,177,51370,1658,1574,1173,401,4599,362,616,978,3621
"Census Tract 703.03","Census Tract 703.03, Pierce County, Washington","53053070303","140","00","91","53","053","20",,"070303",7235,7235,859.2881,8.41976024599342,8.455494,8.419761,0.03573414,7235,3624,3611,7235,456,624,711,414,525,859,1541,1228,537,216,100,24,7235,6754,26,78,99,13,81,184,2459,2033,1688,345,125,220,426,276,150,7235,7232,6662,2031,1715,2529,49,26,24,62,226,570,309,118,143,3,0,3,5300,4120,6,4114,3921,193,1180,4114,3921,193,67911,2523,2459,2151,308,7235,402,442,844,6391
"Census Tract 703.06","Census Tract 703.06, Pierce County, Washington","53053070306","140","00","91","53","053","20",,"070306",4889,4889,660.1487,7.4059076721591,7.425096,7.405908,0.01918812,4889,2517,2372,4889,304,357,444,262,318,523,1070,854,427,215,96,19,4889,4580,32,30,76,10,39,122,1711,1395,1209,186,75,111,316,196,120,4889,4879,4375,1369,1193,1614,42,18,23,47,69,504,209,136,159,10,10,0,3726,2717,6,2711,2604,107,1009,2711,2604,107,71452,1797,1711,1553,158,4841,209,336,545,4296
"Census Tract 703.07","Census Tract 703.07, Pierce County, Washington","53053070307","140","00","91","53","053","20",,"070307",3676,3676,334.5294,10.9885698312116,11.0465,10.98857,0.05793,3676,1881,1795,3676,200,341,370,227,222,307,809,665,340,128,57,10,3676,3527,14,20,30,12,9,64,1213,1050,944,106,36,70,163,104,59,3676,3676,3511,1072,947,1333,83,0,21,13,42,165,120,23,22,0,0,0,2710,1983,0,1983,1917,66,727,1983,1917,66,82931,1257,1213,1127,86,3676,180,305,485,3191
"Census Tract 703.08","Census Tract 703.08, Pierce County, Washington","53053070308","140","00","91","53","053","20",,"070308",3551,3551,2824.392,1.25726180970723,1.287062,1.257262,0.02980014,3551,1844,1707,3551,215,352,377,220,307,507,767,474,206,89,24,13,3551,3328,32,45,51,2,20,73,1166,926,730,196,67,129,240,153,87,3479,3473,3091,867,701,1346,36,0,27,19,95,382,185,76,121,6,0,6,2410,1857,31,1826,1728,98,553,1826,1728,98,60000,1212,1166,968,198,3455,179,385,564,2891
"Census Tract 703.09","Census Tract 703.09, Pierce County, Washington","53053070309","140","00","91","53","053","20",,"070309",4408,4408,997.2214,4.420282256134,4.431648,4.420282,0.01136569,4408,2275,2133,4408,313,348,403,248,290,644,915,623,326,191,86,21,4408,4183,18,42,42,2,16,105,1551,1173,970,203,96,107,378,241,137,4408,4408,3886,1178,1010,1516,29,22,12,22,97,522,252,120,150,0,0,0,3272,2365,23,2342,2237,105,907,2342,2237,105,59833,1625,1551,1343,208,4387,157,407,564,3823
"Census Tract 703.10","Census Tract 703.10, Pierce County, Washington","53053070310","140","00","91","53","053","20",,"070310",4125,4125,1945.98,2.11975422279949,2.13436,2.119754,0.01460547,4125,2079,2046,4125,348,461,435,217,232,619,945,450,222,130,51,15,4125,3833,17,47,43,7,32,146,1323,1085,887,198,80,118,238,144,94,4125,4125,3802,1081,922,1593,35,50,0,6,115,323,171,67,85,0,0,0,2833,2130,0,2130,1961,169,703,2130,1961,169,53942,1384,1323,1131,192,4077,240,360,600,3477
"Census Tract 703.11","Census Tract 703.11, Pierce County, Washington","53053070311","140","00","91","53","053","20",,"070311",4591,4591,2415.61,1.90055552380938,1.900555,1.900555,0,4591,2343,2248,4591,434,534,435,215,280,874,927,537,189,103,49,14,4591,4190,65,37,84,16,58,141,1464,1226,1048,178,70,108,238,146,92,4591,4591,4292,1243,1008,1780,39,11,31,18,162,299,153,70,76,0,0,0,3091,2392,0,2392,2256,136,699,2392,2256,136,59856,1596,1464,1323,141,4578,155,405,560,4018
"Census Tract 704.01","Census Tract 704.01, Pierce County, Washington","53053070401","140","00","91","53","053","20",,"070401",1992,1992,517.5859,3.84863675044054,3.848637,3.848637,0,1992,970,1022,1992,117,136,142,97,135,229,339,325,209,148,89,26,1992,1821,14,14,35,4,26,78,768,574,487,87,31,56,194,86,108,2064,2059,1824,607,583,535,48,0,0,11,40,235,127,48,60,5,0,5,1690,1055,17,1038,959,79,635,1038,959,79,58017,812,768,634,134,2064,67,246,313,1751
"Census Tract 704.02","Census Tract 704.02, Pierce County, Washington","53053070402","140","00","91","53","053","20",,"070402",4835,4835,649.9323,7.4392360119043,7.439236,7.439236,0,4835,2459,2376,4835,427,461,410,216,330,827,882,504,346,251,150,31,4835,4472,28,44,66,10,61,154,1718,1331,1094,237,77,160,387,202,185,4835,4833,4348,1337,1156,1586,65,26,18,44,116,485,302,76,107,2,0,2,3434,2411,10,2401,2305,96,1023,2401,2305,96,55151,1810,1718,1441,277,4795,301,441,742,4053
"Census Tract 705","Census Tract 705, Pierce County, Washington","53053070500","140","00","91","53","053","20",,"070500",4106,4106,1208.302,3.39815821540486,3.501178,3.398158,0.1030194,4106,2022,2084,4106,200,225,218,134,430,597,591,556,448,339,285,83,4106,3679,46,63,80,8,89,141,2004,1001,712,289,90,199,1003,473,530,4106,4101,2811,982,713,891,17,16,21,49,122,1290,826,208,256,5,0,5,3410,2138,11,2127,2053,74,1272,2127,2053,74,35772,2160,2004,1159,845,4075,253,850,1103,2972
"Census Tract 706","Census Tract 706, Pierce County, Washington","53053070600","140","00","91","53","053","20",,"070600",425,425,100.5219,4.22793464680145,4.319314,4.227935,0.09137919,425,240,185,425,32,28,28,21,40,55,83,51,45,23,16,3,425,345,1,6,45,1,2,25,165,102,69,33,14,19,63,47,16,420,420,336,109,80,110,22,5,0,0,10,84,30,31,23,0,0,0,319,226,0,226,221,5,93,226,221,5,39375,181,165,85,80,420,29,53,82,338
"Census Tract 707.01","Census Tract 707.01, Pierce County, Washington","53053070701","140","00","91","53","053","20",,"070701",6751,6751,1054.315,6.40321036236461,6.411369,6.40321,0.008158725,6751,3401,3350,6751,367,496,585,323,462,714,1212,1173,748,417,203,51,6751,6257,48,66,150,18,44,168,2538,1947,1629,318,110,208,591,307,284,6751,6751,6046,1948,1689,2069,94,46,7,94,99,705,453,129,123,0,0,0,5184,3368,10,3358,3221,137,1816,3358,3221,137,56180,2641,2538,1989,549,6743,268,584,852,5891
"Census Tract 707.03","Census Tract 707.03, Pierce County, Washington","53053070703","140","00","91","53","053","20",,"070703",4925,4925,2114.936,2.32867565409569,2.368366,2.328676,0.03969014,4925,2378,2547,4925,274,345,367,222,377,692,894,672,439,262,252,129,4925,4434,51,64,147,12,41,176,2051,1295,954,341,100,241,756,363,393,4925,4837,3937,1301,990,1329,90,6,32,54,135,900,606,138,156,88,0,88,3873,2698,27,2671,2465,206,1175,2671,2465,206,45493,2153,2051,1141,910,4901,464,492,956,3945
"Census Tract 707.04","Census Tract 707.04, Pierce County, Washington","53053070704","140","00","91","53","053","20",,"070704",2562,2562,832.1517,3.07876561590247,3.078766,3.078766,0,2562,1297,1265,2562,130,177,202,121,153,268,411,454,354,172,88,32,2562,2344,18,28,70,4,23,75,966,751,644,107,36,71,215,103,112,2562,2562,2298,770,622,785,20,8,11,49,33,264,165,43,56,0,0,0,1989,1320,0,1320,1275,45,669,1320,1275,45,54750,1010,966,790,176,2556,129,318,447,2109
"Census Tract 708","Census Tract 708, Pierce County, Washington","53053070800","140","00","91","53","053","20",,"070800",2604,2604,2168.13,1.20103490826985,6.371519,1.201035,5.170484,2604,1242,1362,2604,168,168,160,95,107,349,491,501,312,148,86,19,2604,2290,47,20,134,2,22,89,1091,754,663,91,19,72,337,154,183,2604,2604,2159,746,664,665,11,11,11,17,34,445,258,82,105,0,0,0,2086,1541,12,1529,1485,44,545,1529,1485,44,67500,1162,1091,815,276,2589,49,162,211,2378
"Census Tract 709","Census Tract 709, Pierce County, Washington","53053070900","140","00","91","53","053","20",,"070900",6369,6369,933.7205,6.82109878501368,6.914732,6.821099,0.09363364,6369,3289,3080,6369,540,458,398,244,812,1179,1050,738,456,259,189,46,6369,4677,356,211,374,68,343,340,2728,1598,1082,516,156,360,1130,692,438,6369,6321,4941,1606,1077,1801,87,74,34,114,148,1380,878,237,265,48,0,48,4885,3522,23,3499,3316,183,1363,3499,3316,183,37609,2866,2728,1028,1700,6351,802,1256,2058,4293
"Census Tract 710","Census Tract 710, Pierce County, Washington","53053071000","140","00","91","53","053","20",,"071000",6784,6784,984.6356,6.88985894915343,6.926415,6.889859,0.03655654,6784,3362,3422,6784,357,435,556,379,485,680,1171,1088,753,487,305,88,6784,6048,132,146,148,9,48,253,2497,1885,1544,341,111,230,612,267,345,6784,6737,5975,1900,1595,2104,96,39,36,62,143,762,477,136,149,47,0,47,5284,3401,20,3381,3186,195,1883,3381,3186,195,52218,2591,2497,2093,404,6759,464,823,1287,5472
"Census Tract 711","Census Tract 711, Pierce County, Washington","53053071100","140","00","91","53","053","20",,"071100",2355,2355,932.1944,2.52629703303645,2.526297,2.526297,0,2355,1162,1193,2355,131,145,153,106,187,252,374,344,247,206,172,38,2355,2095,32,35,42,1,66,84,949,651,495,156,50,106,298,132,166,2360,2337,1915,623,544,649,23,0,19,21,36,422,255,55,112,23,23,0,1907,1127,15,1112,1075,37,780,1112,1075,37,42841,980,949,705,244,2309,198,278,476,1833
"Census Tract 712.05","Census Tract 712.05, Pierce County, Washington","53053071205","140","00","91","53","053","20",,"071205",4116,4116,1366.686,3.01166491891082,3.011665,3.011665,0,4116,2015,2101,4116,269,299,320,208,248,480,662,622,459,310,198,41,4116,3582,113,44,179,9,58,131,1484,1162,1018,144,49,95,322,135,187,4116,4097,3697,1156,1052,1240,53,38,39,23,96,400,246,74,80,19,0,19,3142,2069,0,2069,1942,127,1073,2069,1942,127,52988,1537,1484,1305,179,4109,263,411,674,3435
"Census Tract 712.06","Census Tract 712.06, Pierce County, Washington","53053071206","140","00","91","53","053","20",,"071206",5049,5049,1652.251,3.05583191891237,3.055832,3.055832,0,5049,2516,2533,5049,336,371,368,214,502,776,806,699,523,271,146,37,5049,4439,123,57,109,31,59,231,1944,1359,1077,282,86,196,585,297,288,5049,5034,4147,1349,1116,1389,98,0,6,38,151,887,411,177,299,15,15,0,3910,2725,5,2720,2556,164,1185,2720,2556,164,50308,2052,1944,1205,739,4982,526,541,1067,3915
"Census Tract 712.07","Census Tract 712.07, Pierce County, Washington","53053071207","140","00","91","53","053","20",,"071207",4579,4579,2417.041,1.89446514810107,1.894465,1.894465,0,4579,2214,2365,4579,432,354,328,176,751,892,703,524,218,120,71,10,4579,3870,116,68,164,34,71,256,1877,1171,731,440,120,320,706,376,330,4579,4579,3656,1207,809,1419,21,37,12,27,124,923,491,191,241,0,0,0,3430,2583,53,2530,2412,118,847,2530,2412,118,40507,1994,1877,639,1238,4540,261,1119,1380,3160
"Census Tract 712.08","Census Tract 712.08, Pierce County, Washington","53053071208","140","00","91","53","053","20",,"071208",5874,5874,4070.076,1.44321633922628,1.443216,1.443216,0,5874,2709,3165,5874,479,476,394,215,587,954,833,604,389,353,396,194,5874,5117,168,58,174,32,102,223,2450,1514,1122,392,99,293,936,366,570,5874,5863,4722,1521,1182,1706,33,26,0,119,135,1141,749,173,219,11,0,11,4442,2886,42,2844,2711,133,1556,2844,2711,133,41964,2581,2450,1343,1107,5849,333,1101,1434,4415
